238,北都汽車-大安分公司,臺北市大安區和平東路２段１２８號１２８之１之２之３號,121.543688,25.024703
239,北都汽車-中正分公司,臺北市中正區忠孝東路２段１２２號,121.531495,25.042485
240,北都汽車-內湖分公司,臺北市內湖區內湖路１段９１巷３４號,121.562488,25.085649
241,北都汽車-內湖第二分公司,臺北市內湖區港墘里瑞光路３５６號,121.57311,25.077081
242,北都汽車-文山服務廠,臺北市文山區景仁里羅斯福路６段９２巷２號１樓及地下１樓,121.539908,24.998189
243,北都汽車-光復分公司,臺北市松山區吉祥里光復北路１５號,121.558064,25.049706
244,北都汽車-東湖第一分公司,臺北市內湖區蘆洲里潭美街７９１號１之４樓,121.610357,25.063727
245,北都汽車-松山分公司,臺北市信義區雅祥里基隆路１段８８號１樓,121.567302,25.046421
246,北都汽車-信義分公司,臺北市信義區黎順里基隆路２段１４９之４４號,121.55519,25.026484
247,北都汽車-南港第二分公司,臺北市南港區玉成里南港路３段１６８號,121.587736,25.053164
248,北都汽車-南港第四分公司,臺北市南港區西新里南港路３段９２號,121.590764,25.053875
249,北都汽車-萬大營業所,臺北市萬華區富福里艋舺大道９１號,121.502607,25.033797
250,北都汽車-撫遠分公司,臺北市松山區莊敬里撫遠街４１９號,121.566544,25.067758
251,北魂小吃店,臺北市中山區晴光里雙城街３２巷２之６號,121.523958,25.066162
252,卡夫特啤酒,臺北市大安區龍生里建國南路２段１６９號１樓,121.538084,25.02825
253,卡啡忠孝,臺北市大安區建倫里忠孝東路４段２１６巷３２弄１８號,121.551973,25.039824
254,古吉食尚,臺北市中正區林興里辛亥路１段１號,121.527483,25.018764
255,古凱仕國際,臺北市大安區義安里文昌街５０號１樓,121.550409,25.032794
256,可諾石咖啡,臺北市松山區中正里八德路２段４３７巷２弄２號１樓,121.546888,25.048854
257,台北大眾捷運-小南門線小南門站,臺北市中正區愛國西路２２號地下一樓,121.511088,25.03527
258,台北大眾捷運-木柵線中山國中站,臺北市中山區江寧里復興北路３７６號,121.543987,25.060773
259,台北大眾捷運-木柵線六張犁站,臺北市大安區芳和里和平東路３段１６８號,121.552853,25.023719
260,台北大眾捷運-木柵線木柵站,臺北市文山區博嘉里木柵路４段１３５號,121.573445,24.998197
261,台北大眾捷運-木柵線辛亥站,臺北市文山區辛亥路４段１２８號,121.556915,25.005072
262,台北大眾捷運-木柵線忠孝復興站,臺北市大安區義村里忠孝東路３段３０２號,121.543356,25.041464
263,台北大眾捷運-木柵線科技大樓站,臺北市大安區復興南路２段２３５號,121.543666,25.026099
264,台北大眾捷運-木柵線動物園站,臺北市文山區萬興里新光路２段３２號,121.579869,24.998263
265,台北大眾捷運-木柵線萬芳醫院站,臺北市文山區興光里興隆路３段１１３號,121.557858,24.999359
266,台北大眾捷運-木柵線麟光站,臺北市大安區黎和里和平東路３段４１０號,121.558341,25.018252
267,台北大眾捷運-板橋線龍山寺站,臺北市萬華區富民里西園路１段１５３號,121.49946,25.035853
268,台北大眾捷運-信義線台北１０１／世貿站,臺北市信義區景新里信義路五段２０號地下一層,121.563709,25.032704
269,台北大眾捷運-南港線市政府站,臺北市信義區興雅里忠孝東路５段２號,121.564805,25.040963
270,台北大眾捷運-南港線永春站,臺北市信義區富台里忠孝東路５段４５５號,121.57651,25.04105
271,台北大眾捷運-南港線忠孝復興站,臺北市大安區光武里忠孝東路４段４７號,121.544984,25.041779
272,台北大眾捷運-南港線忠孝敦化站,臺北市大安區忠孝東路４段１８２號,121.551717,25.041264
273,台北大眾捷運-南港線忠孝新生站,臺北市大安區新生南路１段６７號,121.533217,25.042455
274,台北大眾捷運-南港線昆陽站,臺北市南港區合成里忠孝東路６段４５１號,121.593797,25.050611
275,台北大眾捷運-南港線南港站,臺北市南港區中南里忠孝東路７段３８０號〈捷運南港站〉,121.606526,25.051856
276,台北大眾捷運-南港線後山埤站,臺北市南港區萬福里忠孝東路６段２號,121.583053,25.045261
277,台北大眾捷運-南港線國父紀念館站,臺北市信義區興隆里忠孝東路４段４００號,121.557901,25.041134
278,台北大眾捷運-南港線善導寺站,臺北市中正區幸福里忠孝東路１段５８號地下１層,121.523529,25.044554
279,台北大眾捷運-淡水線中山站,臺北市大同區建泰里南京西路１６號（寄北平東路７號台北捷運公司,121.520332,25.052505
280,台北大眾捷運-淡水線北投站,臺北市北投區光明路１號,121.498558,25.131975
281,台北大眾捷運-淡水線民權西路站,臺北市大同區民權西路７２號,121.519474,25.062603
282,台北大眾捷運-淡水線石牌站,臺北市北投區榮光里石牌路１段２００號,121.515215,25.115005
283,台北大眾捷運-淡水線奇岩站,臺北市北投區三合街２段４８９號,121.500981,25.126139
